GlobalTimeMS,LocalTimeMS,realTimePosi_um,realTimeTorque_1000p
427,6271,8775055,
426,6272,8775055,
427,6273,8775055,
427,6273,8775055,
431,6274,8775055,
432,6275,8775055,
431,6276,8775055,
432,6277,8775055,
432,6277,8775055,
442,6279,8775055,
447,6280,8775055,
447,6280,8775055,
448,6281,8775055,
452,6284,8775055,
452,6285,8775055,
452,6285,8775055,
453,6286,8775055,
462,6287,8775055,
467,6289,8775055,
467,6289,8775055,
467,6291,8775055,
471,6292,8775055,
477,6296,8775055,
477,6296,8775055,
481,6297,8775055,
482,6298,8775055,
486,6299,8775055,
486,6299,8775055,
487,6300,8775055,
487,6301,8775055,
487,6301,8775055,
488,6302,8775055,
492,6303,8775055,
492,6303,8775055,
493,6304,8775055,
492,6305,8775055,
497,6307,8775055,
1,6308,8775055,
2,6309,8775055,
2,6310,8775055,
2,6310,8775055,
3,6311,8775055,
7,6312,8775055,
7,6312,8775055,
8,6313,8775055,
7,6314,8775055,
7,6314,8775055,
11,6315,8775055,
12,6316,8775055,
16,6317,8775055,
17,6318,8775055,
17,6319,8775055,
17,6319,8775055,
18,6320,8775055,
22,6321,8775055,
22,6321,8775055,
23,6322,8775055,
32,6323,8775055,
32,6323,8775055,
33,6324,8775055,
32,6325,8775055,
32,6325,8775055,
33,6326,8775055,
37,6327,8775055,
37,6327,8775055,
37,6329,8775055,
42,6330,8775055,
42,6330,8775055,
43,6331,8775055,
42,6332,8775055,
42,6332,8775055,
43,6333,8775055,
52,6334,8775055,
52,6334,8775055,
53,6335,8775055,
52,6336,8775055,
52,6336,8775055,
53,6337,8775055,
57,6338,8775055,
57,6338,8775055,
58,6339,8775055,
57,6340,8775055,
57,6340,8775055,
58,6341,8775055,
62,6342,8775055,
62,6342,8775055,
66,6343,8775055,
67,6344,8775055,
67,6344,8775055,
1757454528,0,1757454528,
66,6345,8775055,
72,6347,8775055,
72,6347,8775055,
72,6349,8775055,
81,6350,8775055,
82,6351,8775055,
82,6351,8775055,
81,6352,8775055,
82,6353,8775055,
87,6354,8775055,
88,6355,8775055,
87,6356,8775055,
87,6356,8775055,
97,6358,8775055,
98,6359,8775055,
97,6360,8775055,
97,6360,8775055,
98,6361,8775055,
102,6362,8775055,
103,6363,8775055,
102,6364,8775055,
102,6364,8775055,
111,6365,8775055,
112,6366,8775055,
112,6366,8775055,
113,6367,8775055,
112,6368,8775055,
112,6368,8775055,
113,6369,8775055,
117,6370,8775055,
116,6371,8775055,
117,6372,8775055,
117,6372,8775055,
121,6373,8775056,
122,6374,8775056,
122,6374,8775056,
121,6375,8775055,
122,6376,8775055,
132,6377,8775055,
132,6377,8775056,
133,6378,8775056,
132,6379,8775056,
132,6379,8775056,
133,6380,8775056,
137,6381,8775055,
137,6381,8775055,
138,6382,8775055,
137,6383,8775055,
137,6383,8775055,
138,6384,8775055,
147,6385,8775055,
147,6385,8775055,
148,6386,8775055,
147,6387,8775055,
151,6388,8775055,
152,6389,8775055,
152,6389,8775055,
151,6390,8775055,
152,6391,8775055,
152,6391,8775055,
161,6392,8775055,
162,6393,8775055,
162,6393,8775055,
166,6394,8775056,
167,6395,8775055,
167,6395,8775056,
171,6396,8775055,
172,6397,8775056,
171,6398,8775055,
172,6399,8775055,
177,6400,8775055,
178,6401,8775055,
177,6402,8775055,
177,6402,8775055,
178,6403,8775055,
182,6404,8775055,
182,6404,8775055,
183,6405,8775055,
182,6406,8775055,
182,6406,8775055,
187,6408,8775055,
186,6409,8775055,
196,6411,8775055,
197,6413,8775055,
197,6413,8775055,
202,6415,8775055,
201,6416,8775055,
202,6417,8775056,
202,6417,8775056,
206,6418,8775055,
207,6419,8775055,
206,6420,8775055,
207,6421,8775055,
207,6421,8775055,
216,6422,8775055,
217,6423,8775055,
217,6423,8775055,
216,6424,8775055,
222,6426,8775055,
222,6426,8775055,
1757454528,0,1757454528,
223,6427,8775055,
223,6429,8775055,
227,6430,8775055,
227,6430,8775055,
226,6431,8775055,
227,6432,8775055,
237,6434,8775055,
237,6435,8775055,
237,6435,8775055,
238,6436,8775055,
242,6437,8775055,
242,6437,8775055,
242,6439,8775055,
247,6440,8775055,
248,6441,8775055,
248,6441,8775055,
246,6442,8775055,
247,6443,8775055,
257,6444,8775055,
257,6444,8775055,
258,6445,8775055,
257,6446,8775055,
257,6446,8775055,
262,6448,8775055,
262,6448,8775056,
262,6450,8775055,
262,6450,8775055,
263,6451,8775055,
272,6452,8775055,
273,6453,8775055,
272,6454,8775055,
272,6454,8775055,
273,6455,8775056,
277,6456,8775055,
278,6457,8775056,
277,6458,8775055,
277,6458,8775055,
278,6459,8775055,
282,6460,8775055,
282,6460,8775055,
281,6461,8775055,
282,6462,8775055,
297,6465,8775055,
302,6469,8775055,
301,6470,8775055,
302,6471,8775055,
302,6471,8775055,
307,6473,8775055,
312,6474,8775055,
312,6474,8775056,
313,6475,8775055,
317,6476,8775055,
317,6476,8775055,
318,6477,8775055,
317,6478,8775055,
317,6478,8775055,
321,6479,8775055,
321,6481,8775055,
322,6482,8775055,
322,6482,8775055,
326,6483,8775055,
327,6485,8775055,
327,6485,8775056,
328,6486,8775055,
337,6487,8775055,
337,6487,8775055,
338,6488,8775055,
342,6489,8775055,
342,6489,8775055,
341,6490,8775055,
342,6491,8775055,
342,6491,8775055,
346,6492,8775055,
347,6493,8775055,
347,6493,8775055,
351,6494,8775055,
352,6495,8775055,
351,6496,8775055,
352,6497,8775055,
357,6498,8775055,
357,6498,8775055,
357,6500,8775055,
357,6500,8775055,
358,6501,8775055,
367,6502,8775055,
367,6502,8775055,
371,6503,8775055,
372,6504,8775055,
372,6504,8775055,
371,6505,8775055,
372,6506,8775055,
372,6506,8775055,
376,6507,8775055,
377,6508,8775055,
376,6509,8774927,
377,6510,8775056,
377,6510,8775055,
381,6511,8775055,
382,6512,8775056,
382,6512,8775055,
1757454528,0,1757454528,
381,6513,8775055,
382,6514,8775055,
387,6515,8775055,
387,6515,8775055,
388,6516,8775055,
387,6517,8775055,
387,6517,8775055,
397,6519,8775055,
396,6520,8775056,
397,6521,8775055,
397,6521,8775056,
402,6524,8775055,
407,6526,8775055,
408,6527,8775056,
417,6528,8775056,
417,6528,8775055,
418,6529,8775056,
417,6530,8775055,
417,6530,8775055,
421,6531,8775056,
422,6532,8775055,
422,6532,8775055,
421,6533,8775055,
422,6534,8775055,
422,6534,8775055,
426,6535,8775055,
432,6537,8775056,
433,6538,8775056,
432,6539,8775055,
433,6540,8775055,
437,6541,8775056,
437,6541,8775056,
436,6542,8775056,
437,6543,8775056,
437,6543,8775056,
447,6545,8775056,
447,6546,8775056,
447,6546,8775056,
448,6547,8775056,
452,6548,8775056,
451,6549,8775055,
452,6550,8775055,
456,6551,8775055,
457,6552,8775056,
457,6552,8775055,
461,6553,8775055,
462,6554,8775055,
462,6554,8775055,
467,6557,8775055,
468,6558,8775055,
472,6559,8775055,
472,6559,8775055,
472,6561,8775055,
482,6562,8775056,
483,6565,8775055,
487,6566,8775055,
487,6566,8775055,
488,6567,8775055,
487,6568,8775055,
487,6568,8775056,
488,6569,8775055,
497,6570,8775056,
497,6570,8775055,
496,6571,8775055,
497,6572,8775055,
1,6573,8775055,
2,6574,8775055,
2,6574,8775055,
2,6576,8775055,
7,6578,8775055,
7,6579,8775055,
7,6579,8775055,
8,6580,8775055,
17,6581,8775055,
17,6583,8775055,
21,6584,8775055,
22,6585,8775055,
22,6585,8775055,
21,6586,8775055,
22,6587,8775055,
22,6587,8775055,
31,6588,8775055,
32,6589,8775055,
32,6589,8775055,
31,6590,8775055,
32,6591,8775055,
32,6591,8775055,
36,6592,8775056,
37,6593,8775055,
37,6594,8775055,
38,6595,8775055,
42,6596,8775055,
42,6596,8775055,
46,6597,8775055,
47,6598,8775055,
47,6598,8775055,
52,6600,8775055,
52,6600,8775055,
51,6601,8775055,
52,6602,8775055,
1757454528,0,1757454528,
52,6602,8775055,
56,6603,8775055,
57,6604,8775055,
57,6604,8775055,
56,6605,8775055,
57,6606,8775055,
57,6606,8775055,
66,6607,8775055,
67,6608,8775055,
71,6610,8775055,
72,6611,8775055,
72,6611,8775055,
72,6613,8775055,
72,6613,8775055,
76,6614,8775055,
77,6615,8775055,
77,6615,8775055,
81,6616,8775055,
87,6618,8775055,
88,6619,8775055,
92,6620,8775055,
92,6620,8775055,
93,6621,8775055,
97,6622,8775055,
98,6623,8775055,
102,6624,8775055,
101,6625,8775055,
102,6626,8775055,
102,6626,8775055,
106,6627,8775055,
107,6628,8775055,
107,6628,8775055,
107,6630,8775055,
111,6631,8775055,
112,6632,8775055,
112,6633,8775055,
112,6633,8775055,
113,6634,8775055,
117,6635,8775055,
117,6635,8775055,
118,6636,8775055,
117,6637,8775055,
127,6639,8775056,
127,6640,8775055,
127,6640,8775055,
128,6641,8775055,
132,6642,8775055,
131,6643,8775055,
132,6644,8775055,
132,6644,8775055,
137,6646,8775055,
136,6647,8775055,
137,6648,8775055,
147,6649,8775055,
147,6649,8775055,
148,6650,8775055,
147,6651,8775055,
148,6652,8775056,
152,6653,8775055,
157,6655,8775055,
161,6656,8775055,
162,6657,8775055,
162,6657,8775055,
161,6658,8775055,
167,6660,8775055,
166,6661,8775055,
167,6662,8775055,
167,6662,8775056,
171,6663,8775055,
172,6664,8775055,
172,6664,8775055,
171,6665,8775056,
172,6666,8775055,
172,6666,8775055,
176,6667,8775055,
177,6668,8775055,
182,6669,8775055,
182,6669,8775055,
183,6670,8775055,
182,6671,8775055,
182,6671,8775055,
187,6673,8775055,
187,6673,8775055,
186,6674,8775055,
187,6675,8775055,
187,6675,8775055,
196,6676,8775056,
197,6677,8775055,
197,6677,8775055,
196,6678,8775055,
197,6679,8775055,
202,6680,8775055,
202,6680,8775055,
203,6681,8775055,
202,6682,8775055,
202,6682,8775055,
203,6683,8775055,
212,6684,8775055,
212,6684,8775055,
212,6686,8775055,
1757454528,0,1757454528,
212,6686,8775055,
216,6687,8775055,
217,6688,8775055,
217,6688,8775055,
221,6689,8775055,
222,6690,8775055,
222,6691,8775055,
222,6691,8775055,
223,6692,8775055,
232,6693,8775055,
232,6693,8775055,
236,6694,8775055,
237,6695,8775055,
237,6695,8775055,
237,6697,8775055,
237,6697,8775055,
241,6698,8775055,
242,6699,8775055,
242,6700,8775055,
243,6701,8775055,
246,6702,8775055,
247,6703,8775055,
247,6703,8775055,
251,6704,8775055,
252,6706,8775056,
252,6706,8775055,
253,6707,8775055,
258,6709,8775055,
262,6710,8775055,
263,6711,8775056,
262,6712,8775055,
262,6712,8775055,
266,6713,8775056,
267,6714,8775055,
267,6716,8775056,
277,6719,8775055,
277,6719,8775055,
278,6720,8775055,
282,6721,8775055,
282,6721,8775055,
283,6722,8775055,
282,6723,8775055,
283,6724,8775055,
287,6725,8775055,
287,6725,8775055,
286,6726,8775055,
287,6727,8775055,
296,6728,8775055,
297,6729,8775055,
297,6729,8775055,
296,6730,8775055,
297,6731,8775055,
297,6731,8775055,
301,6732,8775055,
302,6733,8775055,
302,6733,8775055,
301,6734,8775055,
302,6735,8775055,
302,6735,8775055,
306,6736,8775055,
307,6737,8775055,
307,6737,8775055,
316,6738,8775055,
317,6740,8775055,
317,6740,8775055,
318,6741,8775055,
322,6742,8775055,
323,6743,8775055,
322,6744,8775055,
322,6744,8775055,
323,6745,8775055,
327,6746,8775055,
327,6746,8775055,
332,6748,8775055,
332,6748,8775055,
336,6749,8775055,
337,6751,8775055,
342,6753,8775055,
342,6753,8775055,
341,6754,8775055,
342,6755,8775055,
342,6755,8775056,
346,6756,8775056,
347,6757,8775055,
352,6758,8775055,
352,6758,8775056,
353,6759,8775056,
352,6760,8775055,
352,6760,8775055,
353,6761,8775055,
357,6762,8775055,
357,6762,8775055,
358,6763,8775055,
362,6764,8775055,
362,6764,8775055,
363,6765,8775055,
362,6766,8775055,
362,6766,8775056,
367,6768,8775055,
371,6769,8775055,
1757454528,0,1757454528,
372,6770,8775055,
372,6770,8775055,
378,6774,8775056,
377,6775,8775055,
378,6776,8775055,
387,6777,8775056,
387,6777,8775055,
388,6778,8775055,
387,6779,8775055,
392,6781,8775055,
392,6782,8775055,
393,6783,8775055,
397,6784,8775055,
397,6786,8775056,
397,6786,8775055,
406,6787,8775056,
407,6788,8775055,
407,6788,8775055,
406,6789,8775056,
412,6791,8775055,
412,6791,8775055,
413,6792,8775055,
412,6793,8775055,
412,6793,8775055,
417,6795,8775056,
417,6795,8775056,
418,6796,8775056,
417,6797,8775055,
417,6797,8775055,
418,6798,8775055,
427,6799,8775056,
427,6799,8775056,
428,6800,8775056,
432,6801,8775055,
432,6803,8775055,
432,6803,8775055,
436,6804,8775055,
437,6805,8775055,
441,6807,8775055,
446,6809,8775055,
447,6810,8775055,
451,6811,8775055,
452,6812,8775055,
452,6812,8775055,
451,6813,8775055,
452,6814,8775055,
452,6814,8775055,
456,6815,8775055,
457,6816,8775055,
457,6816,8775055,
456,6817,8775055,
457,6818,8775055,
467,6819,8775055,
467,6819,8775055,
467,6821,8775055,
467,6821,8775055,
468,6822,8775055,
472,6823,8775055,
471,6824,8775055,
472,6825,8775055,
472,6825,8775055,
476,6826,8775055,
477,6827,8775055,
477,6827,8775055,
481,6828,8775055,
482,6829,8775055,
482,6829,8775055,
481,6830,8775055,
482,6831,8775055,
487,6832,8775055,
487,6832,8775055,
488,6833,8775055,
497,6836,8775055,
1,6837,8775055,
2,6839,8775055,
2,6839,8775055,
3,6840,8775055,
7,6841,8775055,
16,6844,8775055,
17,6845,8775055,
17,6846,8775055,
17,6846,8775055,
18,6847,8775055,
22,6848,8775055,
22,6848,8775055,
23,6849,8775055,
22,6850,8775055,
22,6850,8775055,
23,6851,8775055,
32,6852,8775055,
32,6852,8775056,
31,6853,8775056,
32,6854,8775055,
32,6854,8775055,
36,6855,8775055,
37,6856,8775055,
37,6856,8775055,
36,6857,8775055,
37,6858,8775055,
41,6859,8775055,
1757454528,0,1757454528,
42,6860,8775055,
42,6860,8775055,
41,6861,8775055,
42,6862,8775055,
42,6862,8775055,
51,6863,8775055,
52,6865,8775055,
52,6865,8775055,
53,6866,8775055,
57,6867,8775055,
58,6868,8775055,
57,6869,8775055,
57,6869,8775055,
58,6870,8775055,
62,6871,8775055,
62,6871,8775055,
63,6872,8775055,
67,6873,8775055,
68,6874,8775055,
67,6875,8775055,
67,6875,8775055,
68,6876,8775055,
72,6877,8775055,
71,6878,8775056,
72,6879,8775055,
81,6880,8775055,
82,6881,8775055,
82,6881,8775055,
87,6884,8775055,
87,6884,8775056,
88,6885,8775055,
92,6886,8775056,
92,6886,8775056,
92,6888,8775056,
92,6888,8775056,
93,6889,8775055,
97,6890,8775055,
98,6891,8775055,
102,6892,8775055,
103,6893,8775055,
102,6894,8775055,
102,6894,8775056,
107,6896,8775055,
107,6896,8775056,
111,6897,8775055,
112,6898,8775055,
112,6898,8775056,
116,6899,8775055,
117,6900,8775055,
117,6900,8775055,
116,6901,8775055,
117,6902,8775055,
117,6902,8775055,
121,6903,8775055,
122,6904,8775055,
122,6905,8775055,
122,6905,8775055,
123,6906,8775055,
127,6907,8775055,
128,6908,8775056,
132,6909,8775056,
132,6909,8775055,
133,6910,8775055,
137,6911,8775055,
137,6911,8775055,
138,6912,8775055,
137,6913,8775055,
137,6913,8775055,
138,6914,8775055,
142,6915,8775055,
142,6915,8775055,
143,6916,8775055,
142,6917,8775055,
151,6918,8775055,
152,6919,8775055,
151,6920,8775055,
156,6922,8775055,
157,6923,8775055,
157,6923,8775055,
161,6924,8775055,
162,6925,8775055,
162,6925,8775055,
161,6926,8775055,
162,6927,8775055,
166,6928,8775055,
167,6929,8775055,
171,6930,8775056,
172,6931,8775055,
172,6932,8775055,
173,6933,8775055,
177,6934,8775055,
177,6934,8775055,
181,6935,8775055,
182,6936,8775055,
181,6937,8775055,
182,6938,8775056,
182,6938,8775056,
191,6939,8775056,
192,6940,8775056,
196,6942,8775055,
1757454528,0,1757454528,
197,6943,8775055,
197,6943,8775056,
198,6944,8775056,
202,6945,8775056,
202,6945,8775056,
203,6946,8775055,
202,6947,8775055,
202,6947,8775056,
207,6949,8775055,
211,6950,8775055,
212,6951,8775055,
212,6952,8775055,
213,6953,8775055,
217,6954,8775056,
216,6955,8775055,
217,6956,8775056,
217,6956,8775056,
222,6959,8775055,
222,6959,8775056,
232,6961,8775055,
232,6961,8775056,
233,6962,8775056,
232,6963,8775056,
232,6963,8775055,
236,6964,8775055,
237,6965,8775056,
241,6966,8775055,
242,6967,8775055,
246,6968,8775056,
252,6972,8775056,
252,6974,8775055,
257,6975,8775055,
256,6976,8775056,
257,6977,8775056,
257,6977,8775055,
266,6978,8775056,
267,6979,8775055,
267,6979,8775056,
271,6980,8775055,
272,6981,8775056,
272,6982,8775055,
273,6983,8775056,
277,6984,8775055,
277,6984,8775055,
281,6985,8775055,
282,6986,8775055,
282,6986,8775055,
286,6987,8775055,
291,6989,8775055,
292,6990,8775055,
292,6990,8775055,
291,6991,8775055,
292,6992,8775055,
292,6992,8775055,
296,6993,8775055,
297,6994,8775055,
297,6994,8775055,
301,6995,8775055,
302,6996,8775055,
302,6997,8775055,
302,6997,8775055,
303,6998,8775055,
307,6999,8775055,
307,6999,8775055,
307,7011,8775055,
311,7012,8775055,
312,7013,8775055,
312,7013,8775055,
316,7014,8775055,
317,7015,8775055,
317,7016,8775056,
318,7017,8775055,
322,7018,8775055,
323,7019,8775055,
322,7020,8775055,
322,7020,8775055,
323,7021,8775055,
332,7022,8775055,
332,7022,8775055,
333,7023,8775055,
332,7024,8775055,
332,7024,8775055,
337,7026,8775056,
337,7026,8775055,
338,7027,8775055,
342,7028,8775055,
342,7028,8775055,
343,7029,8775055,
347,7030,8775055,
347,7030,8775055,
348,7031,8775055,
347,7032,8775055,
351,7033,8775055,
352,7034,8775055,
352,7034,8775055,
356,7035,8775055,
357,7036,8775055,
357,7036,8775055,
356,7037,8775055,
367,7039,8775055,
1757454528,0,1757454528,
367,7039,8775055,
368,7040,8775055,
367,7041,8775055,
372,7043,8775055,
371,7044,8775055,
376,7046,8775055,
377,7047,8775055,
377,7047,8775055,
376,7048,8775055,
377,7049,8775055,
387,7050,8775055,
387,7050,8775055,
387,7052,8775055,
387,7052,8775055,
388,7053,8775055,
392,7054,8775055,
392,7054,8775055,
393,7055,8775055,
392,7056,8775055,
392,7056,8775055,
396,7057,8775055,
397,7058,8775055,
397,7058,8775055,
401,7059,8775055,
402,7060,8775055,
408,7062,8775055,
407,7063,8775055,
407,7063,8775055,
408,7064,8775055,
412,7065,8775055,
412,7065,8775055,
413,7066,8775055,
412,7067,8775055,
412,7067,8775055,
413,7068,8775055,
417,7069,8775055,
417,7069,8775055,
417,7071,8775055,
426,7072,8775055,
427,7073,8775055,
426,7074,8775055,
427,7075,8775055,
427,7075,8775055,
436,7076,8775055,
437,7077,8775055,
437,7078,8775055,
438,7079,8775055,
441,7080,8775055,
442,7081,8775055,
442,7081,8775055,
441,7082,8775055,
442,7083,8775055,
442,7083,8775055,
446,7084,8775055,
447,7085,8775055,
447,7086,8775055,
452,7088,8775055,
453,7089,8775055,
457,7090,8775055,
457,7090,8775055,
458,7091,8775055,
462,7092,8775055,
462,7092,8775055,
463,7093,8775055,
462,7094,8775055,
462,7094,8775055,
463,7095,8775055,
472,7096,8775055,
472,7096,8775056,
473,7097,8775055,
472,7098,8775055,
477,7100,8775055,
477,7101,8775055,
482,7103,8775055,
482,7103,8775055,
483,7104,8775055,
482,7105,8775055,
487,7107,8775055,
492,7108,8775055,
492,7110,8775055,
492,7110,8775056,
493,7111,8775055,
497,7112,8775055,
498,7113,8775056,
12,7114,8775055,
12,7114,8775055,
13,7115,8775055,
17,7116,8775056,
17,7116,8775056,
21,7117,8775055,
22,7118,8775055,
22,7118,8775055,
22,7120,8775055,
26,7121,8775055,
27,7122,8775055,
27,7122,8775055,
26,7123,8775055,
27,7124,8775055,
37,7125,8775055,
37,7125,8775055,
1757454528,0,1757454528,
38,7126,8775056,
37,7127,8775055,
37,7127,8775055,
38,7128,8775055,
42,7129,8775055,
42,7129,8775055,
43,7130,8775055,
42,7131,8775055,
42,7131,8775055,
43,7132,8775055,
47,7133,8775055,
47,7133,8775055,
51,7134,8775055,
52,7135,8775055,
52,7135,8775055,
51,7136,8775055,
52,7137,8775055,
57,7138,8775055,
57,7138,8775055,
58,7139,8775055,
62,7140,8775056,
62,7140,8775055,
63,7141,8775055,
62,7142,8775055,
62,7142,8775055,
63,7143,8775055,
67,7144,8775055,
67,7144,8775055,
66,7145,8775055,
67,7146,8775055,
67,7146,8775055,
76,7147,8775055,
77,7148,8775055,
77,7148,8775055,
76,7149,8775055,
81,7151,8775055,
82,7152,8775055,
82,7152,8775056,
81,7153,8775055,
92,7155,8775055,
93,7156,8775055,
92,7157,8775055,
92,7157,8775055,
93,7158,8775056,
97,7159,8775055,
97,7159,8775056,
101,7160,8775055,
102,7161,8775055,
102,7161,8775055,
101,7162,8775056,
102,7163,8775056,
102,7163,8775056,
106,7164,8775055,
107,7165,8775056,
106,7166,8775055,
107,7167,8775055,
112,7168,8775055,
113,7169,8775056,
112,7170,8775055,
112,7170,8775055,
113,7171,8775055,
117,7172,8775055,
117,7172,8775055,
121,7173,8775055,
122,7174,8775055,
122,7174,8775055,
126,7175,8775055,
131,7178,8775055,
141,7180,8775055,
142,7181,8775055,
