GlobalTimeMS,LocalTimeMS,realTimePosi_um,realTimeTorque_1000p
477,8698,8775056,
478,8699,8775056,
477,8700,8775056,
477,8700,8775056,
478,8701,8775056,
482,8702,8775056,
482,8702,8775056,
481,8703,8775055,
482,8704,8775056,
483,8705,8775056,
487,8706,8775056,
487,8706,8775055,
486,8707,8775056,
487,8708,8775056,
487,8708,8775056,
496,8709,8775056,
497,8710,8775056,
1757454528,0,1757454528,
2,8711,8775056,
2,8713,8775056,
2,8713,8775055,
3,8714,8775055,
7,8715,8775055,
7,8715,8775055,
7,8717,8775056,
7,8717,8775056,
11,8718,8775056,
12,8719,8775056,
16,8720,8775056,
16,8720,8775056,
17,8721,8775056,
22,8722,8775056,
22,8722,8775056,
23,8723,8775056,
22,8724,8775056,
22,8724,8775056,
23,8725,8775055,
27,8726,8775055,
27,8726,8775055,
28,8727,8775055,
27,8728,8775055,
27,8728,8775055,
28,8729,8775056,
32,8730,8775056,
32,8730,8775056,
33,8731,8775055,
42,8732,8775055,
42,8732,8775055,
43,8733,8775055,
42,8734,8775055,
42,8734,8775055,
43,8735,8775056,
47,8736,8775056,
47,8736,8775056,
52,8738,8775055,
52,8738,8775056,
53,8739,8775056,
52,8740,8775055,
52,8740,8775056,
53,8741,8775056,
57,8742,8775056,
58,8743,8775056,
57,8744,8775056,
57,8744,8775055,
61,8745,8775055,
62,8746,8775055,
62,8746,8775055,
66,8747,8775055,
67,8748,8775056,
67,8749,8775056,
67,8749,8775055,
68,8750,8775056,
73,8752,8775055,
72,8753,8775055,
72,8753,8775056,
76,8754,8775055,
77,8755,8775055,
77,8755,8775055,
81,8756,8775055,
82,8757,8775055,
81,8758,8775056,
82,8759,8775056,
82,8759,8775055,
86,8760,8775055,
92,8762,8775056,
93,8763,8775055,
92,8764,8775055,
93,8765,8775056,
97,8766,8775055,
97,8766,8775056,
96,8767,8775055,
97,8768,8775056,
97,8768,8775055,
106,8769,8775055,
107,8770,8775055,
107,8770,8775055,
106,8771,8775056,
107,8772,8775055,
107,8772,8775055,
111,8773,8775055,
112,8774,8775055,
112,8775,8775056,
112,8775,8775055,
113,8776,8775056,
122,8777,8775056,
123,8778,8775056,
122,8779,8775056,
122,8779,8775056,
123,8780,8775056,
127,8781,8775056,
127,8781,8775056,
131,8782,8775056,
132,8783,8775056,
132,8783,8775056,
136,8784,8775056,
137,8785,8775056,
137,8786,8775056,
142,8788,8775056,
1757454528,0,1757454528,
142,8788,8775056,
141,8789,8775056,
142,8790,8775055,
142,8790,8775056,
146,8791,8775056,
153,8794,8775055,
157,8795,8775056,
157,8795,8775056,
158,8796,8775056,
162,8797,8775055,
161,8798,8775055,
162,8799,8775056,
162,8799,8775055,
167,8801,8775055,
167,8801,8775056,
171,8802,8775055,
172,8803,8775056,
172,8804,8775056,
173,8805,8775056,
177,8806,8775056,
177,8806,8775056,
178,8807,8775056,
182,8808,8775056,
182,8808,8775056,
183,8809,8775056,
182,8810,8775056,
183,8811,8775055,
187,8812,8775055,
187,8812,8775055,
192,8814,8775056,
192,8814,8775056,
191,8815,8775055,
192,8816,8775055,
197,8817,8775055,
197,8817,8775055,
198,8818,8775055,
197,8819,8775055,
197,8819,8775055,
198,8820,8775055,
207,8821,8775055,
207,8821,8775055,
208,8822,8775055,
207,8823,8775055,
207,8823,8775056,
208,8824,8775055,
212,8825,8775055,
212,8825,8775055,
213,8826,8775055,
212,8827,8775056,
212,8827,8775055,
216,8828,8775055,
217,8829,8775055,
217,8829,8775055,
216,8830,8775055,
217,8831,8775055,
217,8831,8775055,
226,8832,8775055,
227,8833,8775055,
227,8833,8775055,
226,8834,8775055,
231,8836,8775055,
231,8836,8775055,
232,8838,8775055,
237,8840,8775056,
237,8840,8775056,
238,8841,8775056,
237,8842,8775055,
237,8842,8775055,
238,8843,8775056,
242,8844,8775055,
242,8844,8775056,
243,8845,8775055,
247,8846,8775055,
247,8846,8775055,
248,8847,8775055,
247,8848,8775055,
251,8849,8775055,
252,8850,8775055,
252,8850,8775055,
251,8851,8775055,
252,8852,8775055,
252,8852,8775055,
261,8853,8775056,
262,8854,8775056,
262,8854,8775055,
261,8855,8775056,
262,8856,8775056,
267,8857,8775055,
267,8857,8775056,
267,8859,8775055,
267,8859,8775056,
268,8860,8775055,
277,8861,8775055,
277,8861,8775055,
278,8862,8775055,
277,8863,8775055,
277,8863,8775055,
281,8864,8775055,
282,8865,8775055,
282,8865,8775055,
1757454528,0,1757454528,
281,8866,8775056,
282,8867,8775055,
292,8868,8775055,
293,8869,8775055,
291,8870,8775056,
292,8871,8775056,
292,8871,8775055,
296,8872,8775055,
297,8873,8775056,
297,8873,8775056,
296,8874,8775055,
297,8875,8775055,
301,8876,8775056,
302,8877,8775056,
302,8878,8775055,
303,8879,8775056,
312,8880,8775056,
312,8880,8775055,
313,8881,8775056,
312,8882,8775056,
312,8882,8775055,
316,8883,8775055,
317,8884,8775056,
317,8884,8775055,
316,8885,8775055,
317,8886,8775055,
317,8886,8775056,
321,8887,8775055,
322,8888,8775055,
322,8889,8775055,
332,8891,8775055,
332,8891,8775055,
333,8892,8775055,
332,8893,8775055,
332,8893,8775055,
337,8895,8775055,
337,8895,8775055,
336,8896,8775056,
337,8897,8775056,
342,8898,8775055,
342,8898,8775055,
343,8899,8775055,
343,8901,8775056,
352,8902,8775055,
352,8902,8775056,
353,8903,8775056,
352,8904,8775056,
356,8905,8775055,
357,8906,8775055,
356,8907,8775055,
357,8908,8775055,
357,8908,8775055,
366,8909,8775055,
367,8910,8775056,
367,8910,8775055,
366,8911,8775056,
372,8913,8775055,
372,8913,8775055,
373,8914,8775055,
372,8915,8775056,
372,8915,8775055,
373,8916,8775055,
377,8917,8775055,
377,8917,8775055,
378,8918,8775055,
377,8919,8775055,
377,8919,8775055,
378,8920,8775055,
382,8921,8775055,
382,8921,8775055,
387,8923,8775055,
386,8924,8775055,
387,8925,8775055,
397,8926,8775055,
397,8926,8775055,
397,8928,8775055,
397,8928,8775055,
398,8929,8775055,
402,8930,8775055,
402,8930,8775056,
401,8931,8775056,
402,8932,8775056,
406,8933,8775056,
407,8934,8775056,
407,8934,8775056,
411,8935,8775056,
412,8936,8775055,
412,8936,8775056,
416,8937,8775056,
417,8938,8775056,
417,8938,8775056,
416,8939,8775056,
417,8940,8775056,
426,8941,8775056,
427,8942,8775056,
426,8943,8775055,
427,8944,8775056,
427,8944,8775056,
431,8945,8775055,
432,8946,8775056,
1757454528,0,1757454528,
432,8947,8775055,
432,8947,8775056,
442,8949,8775056,
443,8950,8775056,
442,8951,8775056,
442,8951,8775056,
443,8952,8775056,
447,8953,8775056,
447,8953,8775056,
448,8954,8775055,
447,8955,8775056,
448,8956,8775056,
452,8957,8775056,
452,8957,8775056,
453,8958,8775056,
457,8959,8775055,
457,8959,8775056,
458,8960,8775056,
457,8961,8775056,
457,8961,8775056,
458,8962,8775056,
462,8963,8775056,
462,8963,8775055,
461,8964,8775055,
462,8965,8775056,
466,8966,8775056,
467,8967,8775056,
467,8967,8775055,
477,8970,8775055,
478,8971,8775055,
477,8972,8775055,
477,8972,8775055,
481,8973,8775056,
482,8974,8775055,
482,8974,8775055,
491,8975,8775055,
492,8976,8775055,
492,8976,8775055,
491,8977,8775055,
492,8978,8775055,
492,8978,8775055,
496,8979,8775055,
497,8980,8775055,
2,8981,8775055,
2,8983,8775055,
2,8983,8775055,
3,8984,8775055,
7,8985,8775055,
7,8985,8775055,
8,8986,8775055,
7,8987,8775055,
7,8987,8775055,
8,8988,8775055,
12,8989,8775055,
12,8989,8775055,
17,8991,8775055,
16,8992,8775055,
17,8993,8775055,
17,8993,8775055,
21,8994,8775055,
26,8996,8775056,
27,8997,8775055,
27,8997,8775055,
26,8998,8775055,
27,8999,8775055,
43,9011,8775055,
32,9012,8775055,
32,9012,8775055,
33,9013,8775055,
37,9014,8775056,
37,9014,8775056,
38,9015,8775055,
37,9016,8775055,
47,9018,8775055,
47,9020,8775056,
52,9021,8775055,
52,9023,8775055,
52,9023,8775056,
57,9025,8775055,
56,9026,8775055,
57,9027,8775055,
66,9028,8775055,
72,9030,8775055,
72,9030,8775055,
73,9031,8775055,
72,9032,8775055,
77,9034,8775055,
82,9035,8775056,
82,9037,8775056,
83,9038,8775056,
87,9039,8775056,
88,9040,8775056,
87,9041,8775056,
88,9042,8775056,
92,9043,8775056,
93,9044,8775055,
92,9045,8775056,
92,9045,8775056,
93,9046,8775056,
102,9047,8775056,
1757454528,0,1757454528,
102,9049,8775055,
112,9052,8775056,
112,9052,8775056,
113,9053,8775056,
112,9054,8775056,
112,9054,8775055,
116,9055,8775055,
117,9056,8775055,
121,9057,8775055,
122,9058,8775055,
122,9058,8775055,
121,9059,8775055,
122,9060,8775055,
122,9060,8775055,
126,9061,8775056,
127,9062,8775056,
127,9062,8775055,
126,9063,8775055,
127,9064,8775055,
136,9065,8775055,
137,9066,8775055,
137,9066,8775056,
136,9067,8775056,
142,9069,8775055,
141,9070,8775055,
142,9071,8775055,
152,9073,8775055,
152,9073,8775055,
151,9074,8775055,
152,9075,8775055,
157,9076,8775055,
158,9077,8775055,
158,9077,8775055,
156,9078,8775055,
157,9079,8775055,
157,9079,8775055,
166,9080,8775055,
167,9081,8775055,
168,9083,8775055,
172,9084,8775055,
172,9084,8775055,
173,9085,8775055,
172,9086,8775055,
172,9086,8775055,
173,9087,8775055,
177,9088,8775055,
177,9088,8775055,
178,9089,8775055,
182,9090,8775055,
183,9091,8775055,
187,9092,8775055,
188,9093,8775055,
192,9094,8775055,
193,9095,8775056,
192,9096,8775055,
192,9096,8775055,
193,9097,8775055,
197,9098,8775055,
197,9098,8775055,
198,9099,8775055,
202,9100,8775055,
202,9100,8775055,
203,9101,8775055,
202,9102,8775055,
202,9102,8775055,
206,9103,8775055,
211,9105,8775055,
212,9106,8775056,
211,9107,8775055,
212,9108,8775056,
212,9108,8775055,
216,9109,8775055,
217,9110,8775055,
221,9111,8775055,
222,9112,8775055,
222,9112,8775055,
221,9113,8775056,
222,9114,8775055,
242,9115,8775055,
242,9115,8775055,
243,9116,8775055,
242,9117,8775056,
242,9117,8775056,
246,9118,8775055,
247,9119,8775055,
247,9119,8775056,
246,9120,8775055,
247,9121,8775055,
251,9122,8775055,
252,9123,8775055,
251,9124,8775055,
252,9125,8775055,
257,9126,8775055,
257,9126,8775055,
258,9127,8775055,
262,9128,8775056,
262,9128,8775055,
261,9129,8775056,
262,9130,8775056,
262,9130,8775055,
1757454528,0,1757454528,
267,9132,8775056,
267,9132,8775055,
266,9133,8775055,
267,9134,8775055,
272,9135,8775056,
273,9136,8775055,
277,9137,8775056,
277,9137,8775055,
278,9138,8775056,
277,9139,8775056,
277,9139,8775056,
278,9140,8775056,
287,9141,8775055,
287,9141,8775055,
288,9142,8775056,
292,9143,8775056,
292,9143,8775056,
291,9144,8775055,
292,9145,8775055,
292,9145,8775055,
296,9146,8775056,
297,9147,8775055,
301,9148,8775055,
302,9149,8775056,
302,9149,8775055,
306,9150,8775055,
307,9151,8775055,
307,9151,8775056,
306,9152,8775056,
307,9153,8775056,
311,9154,8775055,
312,9156,8775055,
312,9156,8775055,
313,9157,8775055,
317,9158,8775056,
317,9158,8775056,
321,9159,8775055,
322,9160,8775056,
322,9160,8775055,
321,9161,8775056,
322,9162,8775055,
328,9164,8775056,
327,9165,8775055,
331,9166,8775055,
332,9167,8775055,
332,9167,8775055,
336,9168,8775056,
337,9169,8775056,
337,9170,8775056,
337,9170,8775056,
338,9171,8775056,
342,9172,8775056,
351,9175,8775056,
352,9176,8775056,
352,9176,8775056,
351,9177,8775056,
361,9179,8775055,
362,9180,8775056,
361,9181,8775056,
367,9183,8775055,
371,9184,8775055,
372,9185,8775055,
372,9185,8775055,
371,9186,8775055,
372,9187,8775055,
372,9187,8775056,
377,9189,8775055,
382,9190,8775055,
383,9191,8775055,
387,9192,8775056,
387,9192,8775056,
388,9193,8775056,
387,9194,8775055,
387,9194,8775055,
392,9196,8775056,
396,9197,8775055,
397,9198,8775056,
397,9198,8775055,
402,9200,8775056,
402,9201,8775055,
402,9201,8775056,
403,9202,8775055,
407,9203,8775055,
408,9204,8775055,
412,9205,8775056,
412,9205,8775055,
413,9206,8775056,
412,9207,8775056,
417,9209,8775056,
417,9209,8775056,
417,9211,8775056,
422,9212,8775056,
422,9212,8775056,
423,9213,8775056,
422,9214,8775056,
422,9214,8775055,
423,9215,8775055,
438,9220,8775056,
442,9221,8775056,
442,9223,8775056,
1757454528,0,1757454528,
442,9223,8775056,
451,9224,8775056,
452,9225,8775056,
452,9226,8775056,
452,9226,8775055,
453,9227,8775055,
457,9228,8775055,
457,9228,8775055,
456,9229,8775055,
457,9230,8775055,
457,9230,8775056,
461,9231,8775055,
462,9232,8775055,
466,9233,8775055,
467,9234,8775056,
471,9235,8775056,
472,9236,8775056,
472,9238,8775056,
477,9239,8775056,
477,9239,8775056,
478,9240,8775055,
477,9241,8775055,
477,9241,8775056,
478,9242,8775056,
487,9243,8775056,
487,9243,8775056,
488,9244,8775055,
487,9245,8775056,
488,9246,8775055,
492,9247,8775055,
492,9247,8775055,
493,9248,8775056,
492,9249,8775055,
497,9251,8775055,
497,9251,8775055,
1,9252,8775055,
6,9254,8775055,
6,9254,8775055,
7,9255,8775055,
7,9256,8775055,
7,9256,8775055,
8,9257,8775055,
12,9258,8775055,
13,9259,8775055,
12,9260,8775055,
12,9260,8775055,
13,9261,8775055,
17,9262,8775055,
17,9262,8775055,
18,9263,8775055,
22,9264,8775055,
22,9264,8775055,
23,9265,8775055,
22,9266,8775055,
22,9266,8775055,
27,9268,8775055,
27,9268,8775055,
26,9269,8775055,
27,9270,8775055,
37,9271,8775055,
38,9272,8775055,
42,9273,8775055,
42,9273,8775055,
43,9274,8775055,
42,9275,8775055,
42,9275,8775055,
47,9277,8775055,
47,9277,8775055,
46,9278,8775055,
47,9279,8775055,
47,9279,8775055,
51,9280,8775055,
51,9282,8775055,
52,9283,8775055,
57,9284,8775055,
57,9284,8775055,
58,9285,8775055,
57,9286,8775055,
57,9286,8775055,
66,9287,8775055,
67,9288,8775055,
67,9288,8775055,
71,9289,8775055,
72,9290,8775056,
71,9291,8775055,
72,9292,8775056,
72,9292,8775056,
76,9293,8775055,
77,9294,8775056,
77,9294,8775056,
81,9295,8775055,
82,9296,8775056,
82,9296,8775055,
81,9297,8775056,
82,9298,8775055,
86,9299,8775055,
87,9300,8775056,
87,9300,8775055,
86,9301,8775055,
92,9303,8775056,
1757454528,0,1757454528,
98,9306,8775055,
97,9307,8775055,
101,9308,8775055,
102,9309,8775055,
106,9310,8775055,
107,9311,8775055,
107,9311,8775055,
111,9312,8775055,
112,9313,8775055,
112,9313,8775055,
111,9314,8775055,
112,9315,8775055,
116,9316,8775055,
117,9317,8775055,
117,9318,8775055,
117,9318,8775055,
118,9319,8775055,
127,9320,8775055,
128,9321,8775055,
127,9322,8775055,
127,9322,8775055,
128,9323,8775055,
132,9324,8775055,
131,9325,8775055,
132,9326,8775055,
132,9326,8775055,
136,9327,8775055,
137,9328,8775055,
137,9328,8775056,
141,9329,8775056,
142,9330,8775055,
142,9330,8775055,
146,9331,8775055,
147,9332,8775055,
151,9333,8775055,
152,9334,8775055,
152,9334,8775055,
151,9335,8775056,
152,9336,8775055,
152,9336,8775055,
156,9337,8775055,
157,9338,8775055,
157,9338,8775055,
156,9339,8775055,
157,9340,8775055,
161,9341,8775055,
167,9343,8775055,
167,9343,8775055,
168,9344,8775055,
172,9345,8775055,
172,9345,8775055,
173,9346,8775056,
172,9347,8775055,
172,9347,8775055,
173,9348,8775055,
177,9349,8775055,
178,9350,8775055,
177,9351,8775055,
182,9353,8775055,
186,9354,8775055,
187,9355,8775055,
187,9355,8775055,
191,9356,8775055,
192,9357,8775055,
192,9359,8775055,
197,9360,8775056,
197,9360,8775055,
198,9361,8775056,
197,9362,8775055,
197,9362,8775056,
198,9363,8775055,
207,9364,8775055,
206,9365,8775056,
207,9366,8775055,
211,9367,8775056,
212,9368,8775056,
212,9369,8775055,
213,9370,8775055,
217,9371,8775055,
217,9371,8775056,
218,9372,8775056,
217,9373,8775055,
218,9374,8775055,
222,9375,8775056,
222,9375,8775055,
223,9376,8775056,
222,9377,8775055,
222,9377,8775056,
223,9378,8775056,
232,9379,8775056,
232,9379,8775056,
236,9380,8775056,
237,9381,8775055,
236,9382,8775055,
237,9383,8775055,
237,9383,8775055,
241,9384,8775055,
242,9385,8775056,
241,9386,8775055,
242,9387,8775055,
1757454528,0,1757454528,
247,9388,8775056,
247,9388,8775056,
248,9389,8775055,
247,9390,8775056,
247,9390,8775056,
248,9391,8775055,
257,9392,8775055,
257,9392,8775056,
257,9394,8775056,
257,9394,8775055,
258,9395,8775056,
262,9396,8775055,
262,9396,8775055,
263,9397,8775056,
262,9398,8775056,
262,9398,8775056,
266,9399,8775056,
267,9400,8775056,
267,9400,8775056,
266,9401,8775056,
267,9402,8775056,
267,9402,8775056,
271,9403,8775056,
272,9404,8775056,
272,9405,8775056,
272,9405,8775056,
273,9406,8775056,
282,9407,8775056,
282,9407,8775056,
286,9408,8775056,
291,9410,8775056,
292,9411,8775056,
291,9412,8775056,
297,9414,8775055,
297,9414,8775056,
296,9415,8775055,
297,9416,8775056,
306,9417,8775056,
307,9418,8775056,
306,9419,8775056,
307,9420,8775056,
312,9421,8775056,
312,9421,8775055,
311,9422,8775056,
312,9423,8775055,
312,9423,8775055,
321,9424,8775055,
322,9425,8775055,
322,9425,8775055,
321,9426,8775055,
322,9427,8775055,
327,9428,8775055,
328,9429,8775055,
327,9430,8775055,
327,9430,8775055,
331,9431,8775055,
332,9432,8775056,
332,9434,8775056,
337,9435,8775055,
338,9436,8775056,
337,9437,8775055,
337,9437,8775055,
338,9438,8775055,
347,9439,8775055,
348,9440,8775055,
347,9441,8775055,
347,9441,8775055,
348,9442,8775055,
352,9443,8775055,
352,9443,8775055,
356,9444,8775055,
357,9445,8775055,
357,9445,8775055,
361,9446,8775056,
361,9448,8775055,
367,9450,8775055,
372,9452,8775056,
372,9454,8775056,
372,9454,8775056,
381,9455,8775056,
382,9456,8775056,
382,9456,8775056,
381,9457,8775056,
382,9458,8775056,
386,9459,8775056,
387,9460,8775056,
387,9460,8775056,
386,9461,8775056,
387,9462,8775056,
392,9463,8775056,
392,9463,8775056,
392,9465,8775056,
402,9467,8775056,
402,9467,8775056,
402,9469,8775056,
406,9470,8775056,
407,9471,8775056,
406,9472,8775056,
407,9473,8775056,
412,9474,8775056,
1757454528,0,1757454528,
413,9475,8775056,
417,9476,8775055,
421,9479,8775056,
422,9480,8775056,
422,9480,8775056,
421,9481,8775056,
422,9482,8775056,
422,9482,8775056,
431,9483,8775056,
432,9484,8775056,
437,9485,8775056,
437,9485,8775056,
438,9486,8775056,
437,9487,8775056,
441,9488,8775056,
442,9489,8775056,
446,9490,8775056,
447,9491,8775056,
447,9491,8775056,
446,9492,8775055,
447,9493,8775056,
451,9494,8775056,
452,9495,8775056,
452,9495,8775055,
456,9496,8775056,
457,9497,8775055,
462,9498,8775055,
466,9499,8775055,
467,9500,8775056,
467,9500,8775056,
466,9501,8775056,
467,9502,8775056,
467,9502,8775056,
472,9505,8775056,
477,9507,8775055,
477,9509,8775056,
482,9511,8775056,
482,9512,8775056,
482,9512,8775056,
483,9513,8775056,
492,9514,8775056,
492,9514,8775056,
493,9515,8775056,
492,9516,8775056,
492,9516,8775056,
493,9517,8775056,
497,9518,8775056,
497,9518,8775056,
498,9519,8775055,
497,9520,8775056,
498,9521,8775055,
2,9522,8775056,
2,9522,8775055,
3,9523,8775056,
7,9524,8775056,
7,9524,8775055,
8,9525,8775055,
12,9526,8775056,
12,9526,8775056,
11,9527,8775056,
12,9528,8775056,
12,9528,8775055,
16,9529,8775056,
17,9530,8775056,
17,9531,8775055,
17,9531,8775055,
18,9532,8775056,
22,9533,8775055,
22,9533,8775055,
23,9534,8775055,
27,9535,8775055,
27,9535,8775055,
26,9536,8775055,
27,9537,8775055,
36,9538,8775055,
37,9539,8775055,
36,9540,8775056,
37,9541,8775055,
37,9541,8775055,
41,9542,8775055,
42,9543,8775055,
42,9544,8775055,
42,9544,8775056,
43,9545,8775055,
47,9546,8775055,
47,9546,8775055,
48,9547,8775055,
47,9548,8775055,
47,9548,8775056,
57,9550,8775055,
57,9552,8775055,
62,9553,8775055,
61,9554,8775055,
62,9555,8775055,
62,9555,8775055,
72,9557,8775055,
71,9558,8775055,
76,9560,8775055,
77,9561,8775055,
77,9561,8775055,
1757454528,0,1757454528,
76,9562,8775055,
77,9563,8775055,
81,9564,8775055,
82,9565,8775055,
82,9566,8775055,
91,9569,8775055,
92,9570,8775055,
96,9571,8775055,
97,9572,8775055,
97,9572,8775056,
96,9573,8775055,
97,9574,8775055,
97,9574,8775055,
101,9575,8775055,
102,9576,8775055,
106,9577,8775055,
107,9578,8775055,
107,9578,8775055,
111,9579,8775055,
112,9580,8775055,
113,9582,8775055,
117,9583,8775055,
117,9583,8775055,
118,9584,8775055,
117,9585,8775055,
117,9585,8775055,
118,9586,8775055,
122,9587,8775055,
122,9587,8775055,
123,9588,8775055,
122,9589,8775055,
122,9589,8775055,
132,9591,8775055,
132,9591,8775055,
131,9592,8775056,
132,9593,8775055,
136,9594,8775056,
137,9595,8775055,
137,9595,8775055,
136,9596,8775056,
137,9597,8775056,
137,9597,8775056,
146,9598,8775056,
147,9599,8775056,
151,9600,8775056,
152,9601,8775056,
152,9601,8775056,
156,9602,8775056,
157,9603,8775056,
157,9603,8775055,
156,9604,8775055,
157,9605,8775055,
162,9606,8775055,
162,9606,8775055,
162,9608,8775055,
162,9608,8775055,
167,9610,8775055,
167,9610,8775056,
166,9611,8775056,
167,9612,8775055,
167,9612,8775056,
171,9613,8775055,
172,9614,8775055,
172,9615,8775055,
172,9615,8775055,
173,9616,8775055,
182,9617,8775056,
186,9618,8775055,
187,9619,8775055,
187,9619,8775055,
186,9620,8775055,
192,9623,8775055,
197,9626,8775055,
201,9627,8775055,
202,9628,8775055,
202,9629,8775055,
202,9629,8775055,
203,9630,8775055,
207,9631,8775055,
207,9631,8775055,
206,9632,8775055,
207,9633,8775055,
217,9634,8775055,
217,9634,8775055,
218,9635,8775055,
217,9636,8775055,
217,9636,8775055,
218,9637,8775056,
222,9638,8775055,
222,9638,8775055,
223,9639,8775055,
222,9640,8775055,
223,9641,8775056,
232,9642,8775056,
232,9642,8775055,
232,9644,8775056,
232,9644,8775056,
236,9645,8775055,
237,9646,8775056,
237,9647,8775055,
1757454528,0,1757454528,
237,9647,8775056,
238,9648,8775055,
242,9649,8775055,
242,9649,8775055,
247,9651,8775056,
247,9651,8775055,
248,9652,8775055,
252,9653,8775055,
253,9654,8775055,
252,9655,8775055,
252,9655,8775055,
257,9657,8775055,
256,9658,8775056,
257,9659,8775056,
261,9660,8775056,
262,9661,8775056,
262,9661,8775055,
266,9662,8775055,
267,9663,8775055,
271,9664,8775055,
272,9665,8775055,
272,9665,8775055,
271,9666,8775055,
272,9667,8775055,
277,9668,8775055,
277,9668,8775055,
278,9669,8775055,
277,9670,8775055,
277,9670,8775055,
282,9672,8775055,
282,9672,8775055,
286,9673,8775055,
287,9674,8775056,
287,9674,8775055,
291,9675,8775056,
292,9676,8775056,
292,9677,8775055,
296,9678,8775056,
297,9681,8775055,
302,9682,8775056,
302,9684,8775055,
302,9684,8775055,
311,9685,8775056,
312,9686,8775055,
312,9686,8775055,
316,9687,8775055,
317,9688,8775055,
322,9689,8775055,
322,9689,8775055,
323,9690,8775056,
322,9691,8775056,
322,9691,8775055,
327,9693,8775055,
326,9694,8775055,
327,9695,8775055,
327,9695,8775055,
331,9696,8775055,
332,9697,8775056,
332,9697,8775055,
336,9698,8775055,
337,9699,8775055,
337,9699,8775055,
336,9700,8775055,
337,9701,8775055,
346,9702,8775055,
347,9703,8775055,
347,9703,8775055,
346,9704,8775055,
352,9706,8775055,
352,9706,8775055,
353,9707,8775055,
352,9708,8775055,
352,9708,8775055,
356,9709,8775055,
357,9710,8775055,
357,9710,8775055,
356,9711,8775055,
357,9712,8775055,
367,9713,8775055,
367,9713,8775055,
368,9714,8775055,
367,9715,8775055,
367,9715,8775055,
371,9716,8775055,
372,9717,8775055,
372,9717,8775055,
371,9718,8775055,
372,9719,8775055,
376,9720,8775055,
377,9721,8775056,
377,9721,8775055,
381,9722,8775055,
382,9723,8775056,
382,9723,8775055,
382,9725,8775055,
387,9728,8775055,
396,9729,8775056,
397,9730,8775055,
397,9730,8775055,
396,9731,8775055,
1757454528,0,1757454528,
402,9733,8775055,
402,9733,8775055,
403,9734,8775055,
402,9735,8775055,
402,9735,8775055,
403,9736,8775055,
407,9737,8775056,
407,9737,8775055,
408,9738,8775055,
407,9739,8775055,
407,9739,8775055,
416,9740,8775055,
417,9741,8775055,
421,9742,8775055,
422,9745,8775055,
427,9746,8775055,
427,9746,8775055,
427,9748,8775055,
427,9748,8775055,
428,9749,8775055,
432,9750,8775055,
432,9750,8775055,
433,9751,8775055,
437,9752,8775055,
437,9752,8775055,
437,9754,8775055,
442,9756,8775055,
446,9757,8775055,
447,9758,8775055,
447,9759,8775055,
448,9760,8775055,
452,9761,8775055,
452,9761,8775055,
453,9762,8775055,
457,9763,8775055,
456,9764,8775055,
457,9765,8775055,
457,9765,8775055,
461,9766,8775055,
462,9767,8775055,
462,9767,8775055,
466,9768,8775055,
467,9769,8775055,
467,9771,8775056,
472,9772,8775055,
471,9773,8775055,
472,9774,8775056,
472,9774,8775055,
482,9776,8775055,
481,9777,8775055,
482,9778,8775055,
486,9779,8775055,
487,9780,8775055,
487,9780,8775055,
486,9781,8775055,
487,9782,8775055,
492,9783,8775055,
492,9783,8775055,
493,9784,8775055,
492,9785,8775055,
492,9785,8775055,
493,9786,8775055,
2,9787,8775055,
2,9787,8775055,
3,9788,8775055,
2,9789,8775055,
2,9789,8775055,
6,9790,8775055,
7,9791,8775055,
7,9791,8775055,
6,9792,8775055,
7,9793,8775055,
12,9794,8775055,
12,9794,8775055,
13,9795,8775055,
17,9796,8775055,
17,9796,8775055,
16,9797,8775055,
17,9798,8775055,
17,9798,8775055,
27,9801,8775055,
27,9801,8775055,
28,9802,8775055,
32,9803,8775055,
32,9803,8775055,
32,9805,8775055,
32,9805,8775055,
36,9806,8775055,
37,9807,8775055,
41,9808,8775055,
42,9809,8775055,
46,9810,8775055,
47,9811,8775055,
47,9811,8775055,
46,9812,8775055,
47,9813,8775055,
52,9814,8775055,
52,9814,8775055,
53,9815,8775055,
57,9816,8775055,
1757454528,0,1757454528,
58,9817,8775055,
57,9818,8775055,
58,9819,8775055,
67,9820,8775055,
66,9821,8775055,
67,9822,8775055,
71,9823,8775055,
72,9824,8775055,
72,9824,8775055,
71,9825,8775056,
72,9826,8775055,
72,9826,8775056,
76,9827,8775055,
77,9828,8775055,
77,9829,8775055,
77,9829,8775055,
78,9830,8775055,
82,9831,8775055,
82,9831,8775055,
81,9832,8775055,
82,9833,8775055,
82,9833,8775055,
91,9834,8775055,
92,9835,8775055,
92,9835,8775055,
91,9836,8775055,
92,9837,8775056,
97,9838,8775055,
97,9838,8775056,
98,9839,8775055,
97,9840,8775055,
102,9842,8775055,
102,9842,8775055,
103,9843,8775055,
107,9844,8775055,
107,9844,8775055,
108,9845,8775055,
112,9846,8775055,
113,9847,8775056,
112,9848,8775055,
116,9849,8775055,
117,9850,8775055,
117,9850,8775055,
117,9852,8775055,
122,9853,8775055,
122,9853,8775055,
123,9854,8775055,
132,9855,8775056,
132,9857,8775055,
132,9857,8775055,
136,9858,8775055,
137,9859,8775055,
136,9860,8775055,
137,9861,8775055,
141,9862,8775055,
142,9863,8775055,
142,9863,8775055,
146,9864,8775056,
147,9865,8775055,
151,9866,8775055,
